,author,total_followers,total_following,number_posts,shortcode,timestamp,Date,time,likes,comments,engagement,average_engagement,caption,text,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5,Tag_6,Tag_7,Tag_8,Tag_9,Tag_10,Tag_11
10,shmee150,"1,581,500 ","2,857 ","10,552 ",CSPncQZiNnL,1628276629,8/6/2021,7:03 PM,24190,158,1.54 ,1.59 ,"Photo shared by Tim - Shmee on August 06, 2021 tagging @mercedesamg, @shmee150wastaken, @theshmeemobiles, and @theshmuseum. May be an image of car.",My AMG Black Series trio are finally together at theshmuseum Its a dream come true to have these three incredibly special cars in theshmeemobiles collection and now for the first time all here following pickup of the SLS BS from avantgarde_mb fully ready to go After taking delivery of the GT BS and C63 BS recently Ive been itching to bring the SLS BS home and now need to start planning a tour to Affalterbach Mercedes AMG BlackSeries Shmeemobile TheShmuseum Shmee150,Mercedes ,AMG ,BlackSeries ,Shmeemobile ,TheShmuseum ,Shmee150,,,,,
11,shmee150,"1,581,500 ","2,857 ","10,552 ",CSKcS1PieRv,1628103012,8/4/2021,6:50 PM,20139,71,1.28 ,1.59 ,"Photo shared by Tim - Shmee on August 04, 2021 tagging @shmee150wastaken, and @theshmeemobiles. May be an image of 1 person, car and road.",Back to the old school car spotting in London with theshmeemobiles original V8 Vantage Roadster It feels like a decade ago enjoying the Aston and filming Aventadors they just changed from the original LP7004 to the SVJs Plus found a Huayra Roadster and LaFerrari too all in my new video taking a walk down memory lane with a truly special car in my collection Lamborghini Aventador SVJ carspotting AstonMartin Vantage Shmeemobile londoncars Shmee150,Lamborghini ,Aventador ,SVJ ,carspotting ,AstonMartin ,Vantage ,Shmeemobile ,londoncars ,Shmee150,,
12,diwd_official,"322,747 ","1,846 ","4,163 ",CSxJrglL0Ve,1629401876,8/19/2021,7:37 PM,10238,72,3.19 ,3.16 ,"Photo by DOITWITHDANâ„¢ on August 19, 2021. May be an image of car and outdoors.",These are my two favorites After the dually is done Im finishing the 73 I cant stop looking at old photos and videos of it,,,,,,,,,,,
13,diwd_official,"322,747 ","1,846 ","4,163 ",CSvMcGNp8XA,1629336214,8/19/2021,1:23 AM,3092,15,0.96 ,3.16 ,"Photo shared by DOITWITHDANâ„¢ on August 18, 2021 tagging @atlantacustomwraps, @killboydotcom, and @smokymountaindrives_. May be an image of car and road.",Yo Dragon Rally XI is this weekend An absolutely epic chance to run the dragon with the best drivers on the road Im not in that category  but smokymountaindrives_ go check them out,,,,,,,,,,,
14,diwd_official,"322,747 ","1,846 ","4,163 ",CSnI2curHnM,1629065897,8/15/2021,10:18 PM,16981,302,5.35 ,3.16 ,"Photo by DOITWITHDANâ„¢ on August 15, 2021. May be an image of 3 people and text that says 'The U.S: *Withdraws from Afghanistan after 20 years of occupation The Taliban:'.",This shit is messed up on a real note,,,,,,,,,,,
15,diwd_official,"322,747 ","1,846 ","4,163 ",CSiUMZ7sjBW,1628904072,8/14/2021,1:21 AM,6988,36,2.18 ,3.16 ,"Photo by DOITWITHDANâ„¢ on August 13, 2021. May be an image of car and outdoors.",Door still go up We dropped a new podcast on WrapLife today with atlantacustomwraps killboydotcom and mac_man_atl,,,,,,,,,,,
16,diwd_official,"322,747 ","1,846 ","4,163 ",CSgEH6PMmea,1628828538,8/13/2021,4:22 AM,3408,23,1.06 ,3.16 ,"Photo by DOITWITHDANâ„¢ on August 12, 2021. May be an image of car.",Late night creepin,,,,,,,,,,,
17,diwd_official,"322,747 ","1,846 ","4,163 ",CSe1wnQlwNc,1628787478,8/12/2021,4:57 PM,15351,102,4.79 ,3.16 ,,,,,,,,,,,,,
18,diwd_official,"322,747 ","1,846 ","4,163 ",CSax5KdMXv0,1628651207,8/11/2021,3:06 AM,7589,382,2.47 ,3.16 ,"Photo shared by DOITWITHDANâ„¢ on August 10, 2021 tagging @atlantacustomwraps, @killboydotcom, and @justinacw_wraplife. May be an image of car and road.",Yo so Justin and I have been kicking around the idea of doing a raffle Like we fly you out and hang Do some cool shit Ride around in the mountains in supercars etc  But we wanna make sure that is something you guys would wanna do That being said does that sound like fun to yall Wed have a blast doing it and I think some of you would too Lemme know if we should,,,,,,,,,,,
19,diwd_official,"322,747 ","1,846 ","4,163 ",CSaCdDrltnI,1628626336,8/10/2021,8:12 PM,7985,64,2.49 ,3.16 ,"Photo by DOITWITHDANâ„¢ on August 10, 2021.",Swapped the door panels and dash and now its time to build the center console Got a mini fridge for it too,,,,,,,,,,,
20,diwd_official,"322,747 ","1,846 ","4,163 ",CSTTGc-MpbI,1628400182,8/8/2021,5:23 AM,9244,48,2.88 ,3.16 ,"Photo by DOITWITHDANâ„¢ on August 07, 2021. May be an image of 1 person and text that says 'Fear factor enitrouspart For this next challenge, you're gonna have to get out of a hammock on ketamine'.",pull that up Jamie lets see that,,,,,,,,,,,
21,diwd_official,"322,747 ","1,846 ","4,163 ",CSQIzoMM5AO,1628294122,8/6/2021,11:55 PM,10220,142,3.21 ,3.16 ,"Photo by DOITWITHDANâ„¢ on August 06, 2021. May be an image of text that says 'the Ate half my sandwich prolly save other half for later'.",Still kinda hungry tho,,,,,,,,,,,
22,diwd_official,"322,747 ","1,846 ","4,163 ",CSP29IGLNCa,1628284763,8/6/2021,9:19 PM,9237,86,2.89 ,3.16 ,"Photo by DOITWITHDANâ„¢ on August 06, 2021.",Back to chrome I missed the all chrome centers so I removed the dip,,,,,,,,,,,
23,diwd_official,"322,747 ","1,846 ","4,163 ",CSNAhQrrfSF,1628189114,8/5/2021,6:45 PM,20361,299,6.40 ,3.16 ,"Photo by DOITWITHDANâ„¢ on August 05, 2021. May be an image of â€Žtext that says 'â€ŽAbout This Vehicle à°ˆÙ‡ Sport Driven 4,100 miles Engine size: 600cc i Manual transmission Exterior: White Description ë‚˜0ë‹Œ purchased this gsxr 600 4 days ago as my first bike. I've laid it down twice today at about 5 mph both times and I'm over it. Fuck motorcycles, I'm going back to cars. Someone come take this thing away. Just trying to get what paid for it back- minus the damage I've caused. Citan 4,100 miles I'm great condition besides the dings I've put on it today. Would trade plus cash for a 350zRead Lessâ€Ž'â€Ž.",Looking at bikes on FB Marketplace and came across this gem  Im not making fun of this dude I get it riding aint for everyone But I wanna be like give It a few more tries And then offer 2k less when he crashes it again ,,,,,,,,,,,
24,thatdudeinblue,"263,927 ","1,087 ","3,410 ",CS2Do8oHtP4,1629566481,8/21/2021,5:21 PM,4015,10,1.53 ,2.78 ,"Photo shared by David Patterson on August 21, 2021 tagging @dallasperformance. May be an image of 1 person, car and road.",Starting todays video shoot off right dallasperformance lambo twinturbo tt ttlambo huracan huracanperfomante,lambo ,twinturbo ,tt ,ttlambo ,huracan ,huracanperfomante,,,,,
25,thatdudeinblue,"263,927 ","1,087 ","3,410 ",CSnE_C0nPwJ,1629064016,8/15/2021,9:46 PM,14357,100,5.48 ,2.78 ,,Driving a BRAND NEW manual sports car is SUCH a delight Cadillac threw me the keys to the new 668HP Blackwing and asked me for my thoughts Full video now live on the channel Link in bio thatdudeinblue ct5vblackwing ct5v cadillac cars manualtransmission manual lt4 boost sixspeed horsepower,thatdudeinblue ,ct5vblackwing ,ct5v ,cadillac ,cars ,manualtransmission ,manual ,lt4 ,boost ,sixspeed ,horsepower
26,thatdudeinblue,"263,927 ","1,087 ","3,410 ",CSaWn1tnB4Q,1628637036,8/10/2021,11:10 PM,3987,20,1.52 ,2.78 ,,Finally back Todays video we drive this absolutely insane twin turbo Boss 302 that makes 900HP I go through the process of the build and how to make something like this happen Link in bio thatdudeinblue boss302 mustang twinturbo coyote mach1 ford fordperformance 302nightmares,thatdudeinblue ,boss302 ,mustang ,twinturbo ,coyote ,mach1 ,ford ,fordperformance,,,
27,thatdudeinblue,"263,927 ","1,087 ","3,410 ",CSMzugCngJW,1628182407,8/5/2021,4:53 PM,8833,53,3.37 ,2.78 ,"Photo shared by David Patterson on August 05, 2021 tagging @thatgirlinred. May be an image of 1 person, monument and outdoors.",Incase youve been wondering where Ive been while MIA Weve have traveled to some pretty amazing places on vacationfilming Thanks to everybody who is patient with content thatdudeinblue adventuredrives adventure thatgirlinred adventuredrives,thatdudeinblue ,adventuredrives ,adventure,,,,,,,,
28,thatdudeinblue,"263,927 ","1,087 ","3,410 ",CR2MzjwjBTp,1627423803,7/27/2021,10:10 PM,8401,30,3.19 ,2.78 ,"Photo by David Patterson in VIRginia International Raceway with @ms.emelia, @pushingpistons, and @engineeringexplained. May be an image of 4 people and people standing.",Friends in all the right places Nothing like seeing great people and fast cars Also msemelia trying to be as tall as engineeringexplained  pushingpistons thatdudeinblue cars cadillac blackwing ctsv ct5vblackwing ct4vblackwing,thatdudeinblue ,cars ,cadillac ,blackwing ,ctsv ,ct5vblackwing ,ct4vblackwing,,,,
29,thatdudeinblue,"263,927 ","1,087 ","3,410 ",CRsHejED1CG,1627085465,7/24/2021,12:11 AM,6772,31,2.58 ,2.78 ,"Photo shared by David Patterson on July 23, 2021 tagging @boosted_92_eg_hatch. May be an image of car and outdoors.",The Green Dragon is the fastest Honda Ive ever filmed 900 AWD HP that weighs nothing Definitely check out the INSANE video Link in bio thatdudeinblue honda eg turbo k20 boost boosted_92_eg_hatch,thatdudeinblue ,honda ,eg ,turbo ,k20 ,boost,,,,,
30,thatdudeinblue,"263,927 ","1,087 ","3,410 ",CRpTYNVj5vt,1626991111,7/22/2021,9:58 PM,10621,69,4.05 ,2.78 ,,I drove an INSANE 900HP AWD Honda Civicand then broke it Link in bio for todays awesome video thatdudeinblue honda civic eg awd k20 turbo,thatdudeinblue ,honda ,civic ,eg ,awd ,k20 ,turbo,,,,
31,thatdudeinblue,"263,927 ","1,087 ","3,410 ",CRenxjCjSeO,1626632636,7/18/2021,6:23 PM,4229,12,1.61 ,2.78 ,"Photo shared by David Patterson on July 18, 2021 tagging @kob_dc2r. May be an image of 1 person, outdoors and text that says 'Race Racetech TALL PINES'.",Smile like you mean it  thatdudeinblue integratyper racecar review integra honda acura,thatdudeinblue ,integratyper ,racecar ,review ,integra ,honda ,acura,,,,
32,thatdudeinblue,"263,927 ","1,087 ","3,410 ",CRUsQ4aD3sd,1626299446,7/14/2021,9:50 PM,7096,51,2.71 ,2.78 ,"Photo by David Patterson on July 14, 2021. May be an image of car and road.",Something comforting thatdudeinblue subzero s550 mustang mustanggt coyote,,,,,,,,,,,
33,thatdudeinblue,"263,927 ","1,087 ","3,410 ",CRE9-8mDVdg,1625772058,7/8/2021,7:20 PM,6596,30,2.51 ,2.78 ,,FLAME ON  My good friends at offtheline_performance having fun with their flamethrower RX7 New video today is live with link in bio thatdudeinblue rx7 fire 2step mazda,thatdudeinblue ,rx7 ,fire ,2step ,mazda,,,,,,
34,thatdudeinblue,"263,927 ","1,087 ","3,410 ",CRCe_OrD1gj,1625688506,7/7/2021,8:08 PM,8808,100,3.38 ,2.78 ,"Photo by David Patterson on July 07, 2021. May be an image of car, road and text that says 'RTV0018 TOYOTA â˜¬ TURBO'.",Hey everyone Its that time of year again If youd like to have your car reviewed up in the north Georgia mountains I will be filming the July 14th16th Im looking for cars that I have either never filmed before or are different enough to stick out Email thatdudeinbluegmailcom if you are able to show thatdudeinblue carreview cars supra mustang s550 mustanggt turbo,thatdudeinblue ,carreview ,cars ,supra ,mustang ,s550 ,mustanggt ,turbo,,,
35,thatdudeinblue,"263,927 ","1,087 ","3,410 ",CRAOSfZjvlD,1625612642,7/6/2021,11:04 PM,3724,13,1.42 ,2.78 ,"Photo shared by David Patterson on July 06, 2021 tagging @gingium. May be an image of car and outdoors.",Took a day off releasing videos for the holiday Today I did some filming with gingium and his incredible miata duo Videos coming soon I have a lot of editing ahead thatdudeinblue miata gingium mazda,thatdudeinblue ,miata ,gingium ,mazda,,,,,,,
36,thesmokingtire,"291,290 ","1,116 ","5,956 ",CS1uuxfnOrt,1629555519,8/21/2021,2:18 PM,2767,0,0.95 ,1.43 ,"Photo by Matt Farah on August 21, 2021. May be an image of text.",In a subversive way it makes me happy to know that even jeremyclarkson1 can run a rather large farm for 2 years make very good honest and interesting television about it generally improve the global perceptions and respect due to farmers make a simple comment about RAIN and still get glib stick to cars comments,,,,,,,,,,,
37,thesmokingtire,"291,290 ","1,116 ","5,956 ",CS0V-ionLgt,1629508987,8/21/2021,1:23 AM,3036,3,1.04 ,1.43 ,"Photo by Matt Farah on August 20, 2021. May be an image of 1 person, cat and indoor.",Afternoon naps with Niki,,,,,,,,,,,
38,thesmokingtire,"291,290 ","1,116 ","5,956 ",CSzlJVupYhc,1629483385,8/20/2021,6:16 PM,776,6,0.27 ,1.43 ,"Photo by Matt Farah on August 20, 2021. May be an image of 2 people and text that says 'Latest from TheSmokingTirePodcast JOCI TST#652 #652 Hannah Elliott SMOkiNGL IRE 1:31:07 Hannah Elliott (Bloomberg Autos) TST... TheSmokingTirePodcast TheSmoking 5.3K...'.",Dont miss our interview with the knowledgable wonderful hannahelliottxo She went to Pebble dailies an old Rolls and has driven some amazing things lately We talk about the electrification of hypercars and motorcycles Bentleys new coach built GT and more Link in bio or grab it on your favorite podcast app,,,,,,,,,,,
39,thesmokingtire,"291,290 ","1,116 ","5,956 ",CSxcxaFpKTY,1629411886,8/19/2021,10:24 PM,6021,0,2.07 ,1.43 ,"Photo by Matt Farah on August 19, 2021.",When I posted a shot of the Broncos open tailgate before asking if maybe it didnt take up too much space there was a bunch of durrr but Jeep tho Comments Making sure I wasnt crazy I found a Wrangler and measured A Wranglers tailgate is 42 inches across This is 505 If you dont think eight inches of difference is a lot when measuring cars its enough for most manufacturers to use nomenclature like LWB In this photo the Bronco is parked four feet from my garage door and the tailgate made impact when opened I am digging the Bronco so far but this is pretty poor design for usability especially considering the pressurized hydraulics open it all the way like a vertical tailgate And all you Durr Jeep people can mind your Ps and fuckin Qs because spidey sense was right massively bigger than a Jeep,,,,,,,,,,,
40,thesmokingtire,"291,290 ","1,116 ","5,956 ",CSxBEODrRN0,1629397384,8/19/2021,6:23 PM,5222,111,1.83 ,1.43 ,,I had a terrible time driving the new GR86 around monticellomotorclub ,,,,,,,,,,,
41,thesmokingtire,"291,290 ","1,116 ","5,956 ",CSwmPIvHhGE,1629383294,8/19/2021,2:28 PM,7174,322,2.57 ,1.43 ,"Photo by Matt Farah on August 19, 2021.",You really need a lot of room to open this tailgate all the way huh That might be an issue with the 4door UPDATE I measured 505 tailgate compared to 42 on a wrangler Massively bigger so anyone who says its the same as a Jeep can suck it,,,,,,,,,,,
42,thesmokingtire,"291,290 ","1,116 ","5,956 ",CSwkrTzHBP6,1629382476,8/19/2021,2:14 PM,4917,0,1.69 ,1.43 ,Photo by Matt Farah in Venice Beach. May be an image of car and outdoors.,Nice little rig I got for this week,,,,,,,,,,,
43,thesmokingtire,"291,290 ","1,116 ","5,956 ",CSu86xAJfLy,1629328076,8/18/2021,11:07 PM,590,0,0.20 ,1.43 ,"Photo by Matt Farah on August 18, 2021.",The episode with hannahelliottxo has been published,,,,,,,,,,,
44,thesmokingtire,"291,290 ","1,116 ","5,956 ",CSu0yS-h_5F,1629323813,8/18/2021,9:56 PM,6603,315,2.37 ,1.43 ,"Photo by Matt Farah on August 18, 2021. May be an image of car and road.",What do you think of the new GR86 styling Let us know and then go watch our review Link in bio,,,,,,,,,,,
45,thesmokingtire,"291,290 ","1,116 ","5,956 ",CSuUVwQH3ul,1629306802,8/18/2021,5:13 PM,4723,0,1.62 ,1.43 ,Photo by Matt Farah in Georgia Mountain Coaster. May be an image of 1 person and outdoors.,One rule of life is that you never pass an Alpine Coaster without stopping to have a go,,,,,,,,,,,
46,thesmokingtire,"291,290 ","1,116 ","5,956 ",CSuRz-Nnnun,1629305476,8/18/2021,4:51 PM,5860,0,2.01 ,1.43 ,"Photo by Matt Farah on August 18, 2021. May be an image of car and road.",In north Georgia putting 300 miles on the 2022 911 GTS Coupe 7MT w Lightweight package Embargo 921 means Im one of the first to have a go even before Ze Germans What a fuckin fabulous day to drive these mountains tho,,,,,,,,,,,
47,thesmokingtire,"291,290 ","1,116 ","5,956 ",CSuPpijrtbG,1629304342,8/18/2021,4:32 PM,1504,0,0.52 ,1.43 ,"Photo by Matt Farah on August 18, 2021. May be an image of â€Žcar, outdoors and â€Žtext that says 'â€ŽØ± TOYOTA GR86 DID THEY RUIN IT? TSTâ€Ž'â€Žâ€Ž.",My review of the Toyota GR86 is up This car had big shoes to fill Theres great risk when a car company updates a legend ask BMW The last 86BRZFRS was fun but flawed A lot has been done to address its shortcomings Theres so much to cover youll just have to watch the videoLink in bio,,,,,,,,,,,
48,hudabeauty,"49,193,547 ",889 ,"1,536 ",CSvz19DldEw,1629356873,8/19/2021,7:07 AM,100917,2518,0.21 ,0.12 ,"My loves, there is SO much going on the world right now and itâ€™s so heartbreaking to see. I know how hard it is when you feel that youâ€™re unable to make a difference, but just spreading awareness by sharing content can make a huge impact as well as helping charities out if youâ€™re able to. Please swipe through and share with your friends!Â #savelebanonÂ #saveafghanistanÂ #haitiearthquakeÂ #soscuba #algeriaisburning
â €â €â €â €â €â €â €â €â €
Please comment below & tag ways people can help my loves.
â €â €â €â €â €â €â €â €â €",Repost hudaMy loves there is SO much going on the world right now and its so heartbreaking to see I know how hard it is when you feel that youre unable to make a difference but just spreading awareness by sharing content can make a huge impact as well as helping charities out if youre able to Please swipe through and share with your friendssavelebanon saveafghanistan haitiearthquake soscuba algeriaisburning         Please comment below  tag ways people can help my loves         Thanks kuvrd for inspiring this post with your amazing roundup,,,,,,,,,,,
49,hudabeauty,"49,193,547 ",889 ,"1,536 ",CSuRKqeJ1Di,1629305274,8/18/2021,4:47 PM,24910,307,0.05 ,0.12 ,,Stunning MUA donnidavy unleashing her wild side with WildObsessions in Chameleon  Jaguar  Versatile super buildable fiercely pigmented shades  creamy AF textures         repost donnidavyBeen having so much fun playing w hudabeautys gorgeous new Wild Obsessions palettes Chameleon  Jaguar Topped off the look w my Donni x face_lace decals in SPIKED,WildObsessions,,,,,,,,,,
50,hudabeauty,"49,193,547 ",889 ,"1,536 ",CSuQY0iln1a,1629304946,8/18/2021,4:42 PM,25341,255,0.05 ,0.12 ,,Maximum control super EASY  precise application with LIFE LINER  QUICK N EASY Have you tried it yet my loves LIFE LINER  QUICK N EASY Liquid LinerLasts all daySuper fine tip 003mm for maximum controlConstant flow of inkShade in Very Vanta aka ultrablack  matteWaterproofSmudgeproof transferproof flakeproofSO easy to removeDoesnt bleedPerfect for beginners,,,,,,,,,,,
51,hudabeauty,"49,193,547 ",889 ,"1,536 ",CSuPeEFFoob,1629304598,8/18/2021,4:36 PM,20029,162,0.04 ,0.12 ,,Which eyeliner style is your goto Classic Winged Feline or Graphic Gorg iamfoxxy using Life Liner Quick N Easy repost iamfoxxy NEW FAVORITE EYELINER ALERT Quickn Easy there isnt a better fitting name to be honest Glides super easily the formula doesnt bleed into your skin which makes it perfect for sharp lines and the tip is sooo tiny and sooo precise So far pretty happy with my first impressions and will keep you updated once I use it several times ,,,,,,,,,,,
52,hudabeauty,"49,193,547 ",889 ,"1,536 ",CSuIGUiF0RP,1629300384,8/18/2021,3:26 PM,41530,658,0.09 ,0.12 ,,Unleash your WILD side with Jaguar Chameleon WILDOBSESSIONS Whether you want a soft pop of color or a WILD smokey eye weve got you covered day or night,WILDOBSESSIONS,,,,,,,,,,
53,hudabeauty,"49,193,547 ",889 ,"1,536 ",CSuGPHDlI3E,1629299806,8/18/2021,3:16 PM,42719,494,0.09 ,0.12 ,,Feeling fierce with Jaguar Versatile buildable fiercely pigmented shades  creamy AF textures WILDOBSESSIONS,WILDOBSESSIONS,,,,,,,,,,
54,hudabeauty,"49,193,547 ",889 ,"1,536 ",CSuFbTmlTY9,1629299118,8/18/2021,3:05 PM,38802,302,0.08 ,0.12 ,,Gorg ashleykaylamakeup wearing Chameleon WildObsessions  Tag a bestie who loves a colorful eye glam,WildObsessions,,,,,,,,,,
55,hudabeauty,"49,193,547 ",889 ,"1,536 ",CSrvyfKh04r,1629220722,8/17/2021,5:18 PM,42711,348,0.09 ,0.12 ,,Leading liners vs Life Liner Quick N Easy Now available at hudabeautyshop sephora asos cultbeauty feelunique naimies bootsuk harrods netaporter theofficialselfridges kohls and all other retailers,,,,,,,,,,,
56,hudabeauty,"49,193,547 ",889 ,"1,536 ",CSrvbMjB9Iq,1629220431,8/17/2021,5:13 PM,50895,258,0.10 ,0.12 ,,Thanks for your amazing review roseandben  Lining  defining made EASY with LIFE LINER QUICK N EASY repostThis one definitely gives you major precision The tinier the tip of the liner is the more control you have  This one would be great for graphic eyes  Also great for baby wings too I really like it  roseandben         LIFE LINER  QUICK N EASY Liquid LinerLasts all daySuper fine tip 003mm for maximum controlConstant flow of inkShade in Very Vanta aka ultrablack  matteWaterproofSmudgeproof transferproof flakeproofSO easy to removeDoesnt bleedPerfect for beginners,repost,,,,,,,,,,
